timestamp,open,high,low,close,volume
2025-03-04T14:30:00Z,136.8100,136.9850,136.6000,136.6000,1043
2025-03-04T14:31:00Z,136.6050,136.6050,136.6050,136.6050,200
2025-03-04T14:32:00Z,136.6250,136.9500,136.6250,136.9500,605
2025-03-04T14:33:00Z,136.8700,136.9450,135.3600,135.4050,1995
2025-03-04T14:34:00Z,135.2300,135.3200,135.2300,135.3200,2470
2025-03-04T14:35:00Z,134.9600,135.2300,134.9500,135.2300,3683
2025-03-04T14:36:00Z,135.7300,135.9350,135.4100,135.9350,1994
2025-03-04T14:37:00Z,135.6700,135.6700,135.6700,135.6700,100
2025-03-04T14:38:00Z,135.3400,135.3400,135.3300,135.3300,300
2025-03-04T14:39:00Z,135.2400,135.6300,135.2400,135.4550,874
2025-03-04T14:40:00Z,136.1250,136.1250,135.9900,135.9900,416
2025-03-04T14:41:00Z,136.5200,136.5200,136.5200,136.5200,193
2025-03-04T14:43:00Z,136.4100,136.4100,136.0400,136.0400,794
2025-03-04T14:44:00Z,135.7000,136.0000,135.7000,136.0000,778
2025-03-04T14:45:00Z,135.8500,136.0000,135.7700,135.7700,1869
2025-03-04T14:47:00Z,135.8700,135.8950,135.8700,135.8800,1146
2025-03-04T14:48:00Z,135.7500,135.7700,135.7500,135.7600,525
2025-03-04T14:49:00Z,135.7400,135.8650,135.7400,135.8650,323
2025-03-04T14:50:00Z,135.9800,135.9800,135.8700,135.9500,1592
2025-03-04T14:51:00Z,135.8200,135.9400,135.8200,135.9400,456
2025-03-04T14:52:00Z,136.0000,136.0000,136.0000,136.0000,922
2025-03-04T14:53:00Z,136.0000,136.0000,135.8800,135.8800,967
2025-03-04T14:54:00Z,135.8100,135.9200,135.8100,135.9150,523
2025-03-04T14:55:00Z,135.9400,136.0200,135.9200,135.9700,2192
2025-03-04T14:56:00Z,135.9000,135.9550,135.9000,135.9000,694
2025-03-04T14:57:00Z,135.8500,135.8500,135.7600,135.7600,272
2025-03-04T14:58:00Z,135.5600,135.5900,135.5600,135.5900,337
2025-03-04T14:59:00Z,135.6400,135.6700,135.5800,135.5800,659
2025-03-04T15:00:00Z,135.4500,135.4500,135.3750,135.4200,2651
2025-03-04T15:01:00Z,135.5750,135.5850,135.5750,135.5850,390
2025-03-04T15:02:00Z,135.7800,135.7800,135.7800,135.7800,100
2025-03-04T15:03:00Z,135.8400,135.8400,135.7300,135.7650,1373
2025-03-04T15:04:00Z,135.7600,135.9500,135.7600,135.9000,826
2025-03-04T15:05:00Z,135.8150,135.9300,135.8150,135.9100,1019
2025-03-04T15:06:00Z,135.9100,135.9100,135.9100,135.9100,343
2025-03-04T15:07:00Z,135.6600,135.6600,135.6600,135.6600,125
2025-03-04T15:09:00Z,135.5300,135.5300,135.4000,135.4000,738
2025-03-04T15:10:00Z,135.1000,135.1000,135.1000,135.1000,101
2025-03-04T15:11:00Z,135.0500,135.0500,135.0500,135.0500,275
2025-03-04T15:12:00Z,135.3500,135.3750,135.2850,135.3750,1394
2025-03-04T15:13:00Z,135.2300,135.2800,135.2300,135.2800,502
2025-03-04T15:14:00Z,135.3400,135.3400,135.1650,135.2750,718
2025-03-04T15:15:00Z,135.4650,135.5000,135.4650,135.4900,1263
2025-03-04T15:16:00Z,135.2500,135.3300,135.2500,135.3300,324
2025-03-04T15:17:00Z,135.2100,135.2550,135.2100,135.2550,300
2025-03-04T15:18:00Z,135.3100,135.3100,135.2200,135.2300,501
2025-03-04T15:19:00Z,135.1400,135.1400,135.0500,135.0500,472
2025-03-04T15:20:00Z,135.0100,135.0500,135.0100,135.0500,552
2025-03-04T15:21:00Z,135.1300,135.1350,135.0850,135.0850,315
2025-03-04T15:23:00Z,135.1400,135.1400,135.1000,135.1000,225
2025-03-04T15:24:00Z,135.0050,135.0050,135.0050,135.0050,100
2025-03-04T15:25:00Z,135.1450,135.2000,135.1450,135.2000,1024
2025-03-04T15:26:00Z,134.9400,135.0850,134.9300,135.0850,415
2025-03-04T15:28:00Z,135.3500,135.3500,135.3500,135.3500,107
2025-03-04T15:29:00Z,135.3300,135.3300,135.3300,135.3300,192
2025-03-04T15:32:00Z,135.5900,135.5900,135.5000,135.5000,420
2025-03-04T15:33:00Z,135.5200,135.5200,135.5200,135.5200,204
2025-03-04T15:35:00Z,135.7450,135.7450,135.7000,135.7150,402
2025-03-04T15:36:00Z,135.7300,135.7300,135.7300,135.7300,100
2025-03-04T15:37:00Z,135.5000,135.6250,135.5000,135.6250,210
2025-03-04T15:38:00Z,135.6400,135.6400,135.5900,135.6200,405
2025-03-04T15:39:00Z,135.5300,135.5300,135.4500,135.4500,270
2025-03-04T15:43:00Z,135.3600,135.3600,135.3600,135.3600,115
2025-03-04T15:44:00Z,135.3950,135.5050,135.3950,135.5050,331
2025-03-04T15:45:00Z,135.5050,135.5050,135.4700,135.4850,387
2025-03-04T15:46:00Z,135.4850,135.4850,135.3600,135.3600,578
2025-03-04T15:47:00Z,135.2700,135.2700,135.2400,135.2400,374
2025-03-04T15:48:00Z,135.4300,135.4300,135.4300,135.4300,118
2025-03-04T15:49:00Z,135.4900,135.4900,135.4900,135.4900,300
2025-03-04T15:50:00Z,135.3200,135.3200,135.0200,135.0200,1208
2025-03-04T15:52:00Z,134.9750,135.0100,134.9750,134.9900,977
2025-03-04T15:54:00Z,135.0650,135.0900,135.0650,135.0900,300
2025-03-04T15:55:00Z,135.1150,135.1300,135.1150,135.1300,219
2025-03-04T15:56:00Z,135.4250,135.4250,135.4250,135.4250,151
2025-03-04T15:57:00Z,135.3600,135.3600,135.2400,135.2400,350
2025-03-04T15:58:00Z,135.2200,135.2200,135.2200,135.2200,105
2025-03-04T15:59:00Z,135.2450,135.2450,135.1300,135.1300,536
2025-03-04T16:00:00Z,135.2200,135.2200,135.2200,135.2200,120
2025-03-04T16:01:00Z,135.2500,135.3600,135.2000,135.3600,471
2025-03-04T16:03:00Z,135.4750,135.5700,135.4750,135.5700,340
2025-03-04T16:05:00Z,135.2200,135.2200,135.2200,135.2200,362
2025-03-04T16:06:00Z,135.2500,135.2500,135.2300,135.2300,350
2025-03-04T16:08:00Z,135.1900,135.1900,135.1900,135.1900,389
2025-03-04T16:09:00Z,135.1700,135.1700,135.1600,135.1600,208
2025-03-04T16:10:00Z,135.2100,135.2100,135.2100,135.2100,301
2025-03-04T16:11:00Z,135.3100,135.3100,135.3100,135.3100,198
2025-03-04T16:12:00Z,135.4200,135.4400,135.4200,135.4400,212
2025-03-04T16:13:00Z,135.4950,135.4950,135.4800,135.4800,588
2025-03-04T16:14:00Z,135.4800,135.6200,135.4800,135.6000,914
2025-03-04T16:15:00Z,135.4300,135.4300,135.4200,135.4200,214
2025-03-04T16:18:00Z,135.2150,135.2150,135.2150,135.2150,252
2025-03-04T16:19:00Z,135.1600,135.1600,135.0900,135.0900,312
2025-03-04T16:20:00Z,135.1000,135.1000,135.1000,135.1000,200
2025-03-04T16:22:00Z,134.9900,134.9900,134.9900,134.9900,101
2025-03-04T16:23:00Z,134.9800,134.9800,134.9800,134.9800,218
2025-03-04T16:27:00Z,134.9400,134.9400,134.9400,134.9400,100
2025-03-04T16:28:00Z,134.9400,134.9400,134.9400,134.9400,393
2025-03-04T16:29:00Z,135.0300,135.0300,135.0300,135.0300,312
2025-03-04T16:30:00Z,135.1200,135.1900,135.0800,135.1500,858
2025-03-04T16:31:00Z,135.1000,135.1000,135.0500,135.0900,992
2025-03-04T16:32:00Z,135.1850,135.1850,135.1850,135.1850,195
2025-03-04T16:34:00Z,135.1800,135.1800,135.1500,135.1500,300
2025-03-04T16:35:00Z,135.1500,135.1500,135.1450,135.1450,812
2025-03-04T16:36:00Z,135.2200,135.2200,135.1200,135.1200,655
2025-03-04T16:37:00Z,135.1150,135.1150,135.1150,135.1150,178
2025-03-04T16:38:00Z,135.0500,135.0500,135.0500,135.0500,254
2025-03-04T16:39:00Z,135.0200,135.0750,135.0200,135.0750,578
2025-03-04T16:41:00Z,135.2450,135.2450,135.2450,135.2450,100
2025-03-04T16:42:00Z,135.2900,135.3250,135.2900,135.3250,400
2025-03-04T16:43:00Z,135.4100,135.4100,135.3600,135.4100,1106
2025-03-04T16:44:00Z,135.4800,135.6750,135.4800,135.6750,306
2025-03-04T16:45:00Z,135.7650,135.7800,135.7500,135.7500,441
